Article 1 ID,Article 2 ID,Article 1 Reject,Article 2 Reject,Article 1 Headline,Article 2 Headline,Article 1 Site Name,Article 2 Site Name,Article 1 Sentiment Count,Article 2 Sentiment Count,Hash Similarity Score,Marking,Live Latest Feed,Article 1 URL,Article 2 URL
3372,3374,False,True,"New laws to let cops ban face coverings on protests should be brought in, official review says",Face coverings should be banned on protests official review says – after Palestinian demos marred by violence and hate,The Sun,The Sun,1,1,100,PP_DEEP,FALSE,https://www.thesun.co.uk/news/politics/25432173/laws-let-police-ban-face-masks-marches-brought-in-review/,https://www.thesun.co.uk/news/politics/25432173/ban-face-coverings-marches-review-says/
3394,3402,False,True,<b>Prince Harry</b> flies solo as he is honoured for work as army co-pilot,<b>Prince Harry</b> avoids the red carpet at Beverly Hills awards,The Times,The Times,2,2,100,PP_DEEP,FALSE,https://www.thetimes.co.uk/article/prince-harry-living-legends-of-aviation-award-john-travolta-6wf693nqj?ilc=timesradio:morefromthetimes,https://www.thetimes.co.uk/article/prince-harry-living-legends-of-aviation-award-john-travolta-6wf693nqj
3398,3429,False,True,<b>Prince Harry</b> Jokingly Calls Out John Travolta for ‘Dining Out’ on 1985 Dance with Princess Diana,Prince Harry Jokingly Calls Out John Travolta for ‘Dining Out’ on 1985 Dance with Princess Diana,Yahoo Movies,Yahoo Finance,2,2,100,PP_DEEP,FALSE,https://uk.movies.yahoo.com/prince-harry-jokingly-calls-john-162820819.html,https://uk.finance.yahoo.com/news/prince-harry-jokingly-calls-john-162820819.html
3403,3416,False,True,<b>Prince Harry</b> Remembers Diana’s White House Dance As He Accepts ‘Living Legend’ Award From John Travolta,<b>Prince Harry</b> Remembers Diana’s White House Dance As He Accepts ‘Living Legend’ Award From John Travolta,Yahoo News,Yahoo Movies,0,0,100,PP_DEEP,FALSE,https://uk.news.yahoo.com/prince-harry-remembers-diana-white-120226372.html,https://uk.movies.yahoo.com/prince-harry-remembers-diana-white-120226372.html
3436,3449,False,True,Watchdog sends official warning to youth charity One Young World,Watchdog warns charity where <b>Meghan</b> was among star guests,BBC News,BBC News,1,1,94,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-68035336.amp,https://www.bbc.com/news/uk-68035336
3469,3471,False,True,SNP challenges <b>Starmer</b> to ‘sever all ties’ with Tony Blair Institute,SNP challenges <b>Starmer</b> to ‘sever all ties’ with Tony Blair Institute,Evening Standard,Yahoo News,4,4,96,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/keir-starmer-snp-downing-street-westminster-bahrain-b1133806.html,https://uk.news.yahoo.com/snp-challenges-starmer-sever-ties-000100759.html
3469,3510,False,True,SNP challenges <b>Starmer</b> to ‘sever all ties’ with Tony Blair Institute,SNP challenges Starmer to ‘sever all ties’ with Tony Blair Institute,Evening Standard,The Wiltshire Gazette and Herald,4,4,91,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/keir-starmer-snp-downing-street-westminster-bahrain-b1133806.html,https://www.gazetteandherald.co.uk/news/national/24064741.snp-challenges-starmer-sever-ties-tony-blair-institute/
3471,3510,True,True,SNP challenges <b>Starmer</b> to ‘sever all ties’ with Tony Blair Institute,SNP challenges Starmer to ‘sever all ties’ with Tony Blair Institute,Yahoo News,The Wiltshire Gazette and Herald,4,4,94,PP_DEEP,FALSE,https://uk.news.yahoo.com/snp-challenges-starmer-sever-ties-000100759.html,https://www.gazetteandherald.co.uk/news/national/24064741.snp-challenges-starmer-sever-ties-tony-blair-institute/
3471,3614,True,True,SNP challenges <b>Starmer</b> to ‘sever all ties’ with Tony Blair Institute,<b>Keir Starmer</b> urged to sever ties with Tony Blair think tank,Yahoo News,Yahoo News,4,3,80,LINGUISTIC,FALSE,https://uk.news.yahoo.com/snp-challenges-starmer-sever-ties-000100759.html,https://uk.news.yahoo.com/keir-starmer-urged-sever-ties-104620060.html
3489,3497,False,True,Yousaf offers talks with &#39;next prime minister&#39; <b>Starmer</b>,Humza Yousaf &#39;very willing&#39; to work with next Labour government,BBC News,BBC News,3,3,100,PP_DEEP,FALSE,https://www.bbc.com/news/uk-scotland-scotland-politics-68046866,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68046866?at_medium=social&at_campaign=Social_Flow&at_campaign_type=owned&at_link_type=web_link&at_format=link&at_link_id=E15B256A-B849-11EE-83E8-A353D0B4AF07&at_bbc_team=editorial&at_link_origin=BBC_Scotland_News&at_ptr_name=facebook_page
3505,3507,False,True,GP funding cut in real terms as appointment waits climb – Lib Dems,GP funding cut in real terms as appointment waits climb – Lib Dems,Bournemouth Echo,The Irish News,1,1,96,PP_DEEP,FALSE,https://www.bournemouthecho.co.uk/news/national/24064748.gp-funding-cut-real-terms-appointment-waits-climb---lib-dems/,https://www.irishnews.com/news/uk/gp-funding-cut-in-real-terms-as-appointment-waits-climb-lib-dems-T5WFREGSKFPELDTURAKWNDWN4Q/
3509,3513,False,True,British Jews ‘caught in crossfire of public opinion this Holocaust Memorial Day’,British Jews ‘caught in crossfire of public opinion this Holocaust Memorial Day’,Worcester News,Somerset County Gazette,1,1,100,PP_DEEP,FALSE,https://www.worcesternews.co.uk/news/national/24064747.british-jews-caught-crossfire-public-opinion-holocaust-memorial-day/,https://www.somersetcountygazette.co.uk/news/national/24064747.british-jews-caught-crossfire-public-opinion-holocaust-memorial-day/
3527,3538,False,True,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=metro-posts_working-metro_whats-trending-now,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_tag_prince-charles_item-0
3527,3539,False,True,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,<b>Harry</b> and Meghan ‘send get well messages’ to Kate and Charles,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=metro-posts_working-metro_whats-trending-now,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/
3527,3703,False,True,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Harry finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=metro-posts_working-metro_whats-trending-now,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_author_josh-milton_item-2
3528,3545,False,True,<b>Prince Harry</b> Jabs John Travolta For &#39;Dining Out&#39; On Famous 1985 Princess Diana Dance,<b>Prince Harry</b> Jabs John Travolta For &#39;Dining Out&#39; On Famous 1985 Princess Diana Dance,HuffPost UK,HuffPost UK,2,2,99,PP_DEEP,FALSE,https://www.huffingtonpost.co.uk/entry/prince-harry-jabs-john-travolta-princess-diana_uk_65acf0f2e4b076abd7abe5c2?d_id=7203781&ncid_tag=fcbklnkukhpmg00000001,https://www.huffpost.com/entry/prince-harry-jabs-john-travolta-for-dining-out-on-famous-1985-princess-diana-dance_n_65ac124de4b041f1ce662d8b
3538,3539,True,True,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,<b>Harry</b> and Meghan ‘send get well messages’ to Kate and Charles,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_tag_prince-charles_item-0,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/
3538,3703,True,True,<b>Harry</b> finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Harry finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_tag_prince-charles_item-0,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_author_josh-milton_item-2
3539,3703,True,True,<b>Harry</b> and Meghan ‘send get well messages’ to Kate and Charles,Harry finally wishes his dad well after snubbing him in glitzy Hollywood bash speech,Metro.co.uk,Metro.co.uk,3,3,100,PP_DEEP,FALSE,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/,https://metro.co.uk/2024/01/21/kate-middleton-king-charles-sent-get-well-messages-harry-meghan-20147944/?ico=trending-module_author_josh-milton_item-2
3543,3708,False,True,<b>Prince Harry</b> and Meghan Markle are reportedly ‘shocked’ about the controversial reaction to their baby name,Prince Harry and <b>Meghan Markle</b> are reportedly ‘shocked’ about the controversial reaction to their baby name,Yahoo News,Yahoo News,4,4,100,PP_DEEP,FALSE,https://uk.news.yahoo.com/prince-harry-meghan-markle-reportedly-090125810.html,https://uk.yahoo.com/news/prince-harry-meghan-markle-reportedly-090125810.html
3603,3637,False,True,NHS could save £10bn by cracking down on waste Labour claim,NHS bill could be cut by £10bn by cracking down on waste Labour claim,inews.co.uk,inews.co.uk,1,1,100,PP_DEEP,FALSE,https://inews.co.uk/news/politics/nhs-bill-cut-10bn-crack-down-waste-labour-2867919,https://inews.co.uk/news/politics/nhs-bill-cut-10bn-crack-down-waste-labour-2867919?ico=above_article_ticker
3615,3627,False,True,Fresh UK and US airstrikes on Houthi targets ‘deal another blow’ to militants,Fresh UK and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Evening Standard,Kent Online,1,1,97,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/houthi-grant-shapps-yemen-keir-starmer-ministry-of-defence-b1134062.html,https://www.kentonline.co.uk/news/national/fresh-uk-and-us-airstrikes-on-houthi-targets-deal-another-blow-to-militants-108681/
3615,3639,False,True,Fresh UK and US airstrikes on Houthi targets ‘deal another blow’ to militants,Fresh <b>UK</b> and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Evening Standard,The Leader,1,1,96,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/houthi-grant-shapps-yemen-keir-starmer-ministry-of-defence-b1134062.html,https://www.leaderlive.co.uk/news/national/24067571.fresh-uk-us-airstrikes-houthi-targets-deal-another-blow-militants/
3615,3665,False,True,Fresh UK and US airstrikes on Houthi targets ‘deal another blow’ to militants,Fresh <b>UK</b> and US airstrikes on Houthi targets ‘deal another blow’ to militants,Evening Standard,Evening Standard,1,1,100,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/houthi-grant-shapps-yemen-keir-starmer-ministry-of-defence-b1134062.html,https://www.standard.co.uk/news/politics/grant-shapps-houthi-yemen-mod-ministry-of-defence-b1134062.html
3627,3639,True,True,Fresh UK and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Fresh <b>UK</b> and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Kent Online,The Leader,1,1,99,PP_DEEP,FALSE,https://www.kentonline.co.uk/news/national/fresh-uk-and-us-airstrikes-on-houthi-targets-deal-another-blow-to-militants-108681/,https://www.leaderlive.co.uk/news/national/24067571.fresh-uk-us-airstrikes-houthi-targets-deal-another-blow-militants/
3627,3665,True,True,Fresh UK and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Fresh <b>UK</b> and US airstrikes on Houthi targets ‘deal another blow’ to militants,Kent Online,Evening Standard,1,1,97,PP_DEEP,FALSE,https://www.kentonline.co.uk/news/national/fresh-uk-and-us-airstrikes-on-houthi-targets-deal-another-blow-to-militants-108681/,https://www.standard.co.uk/news/politics/grant-shapps-houthi-yemen-mod-ministry-of-defence-b1134062.html
3630,3631,False,True,US and UK launch fresh strikes on Houthis in Yemen,US and UK launch fresh strikes on Houthis,BBC News,BBC News,1,1,97,PP_DEEP,FALSE,https://www.bbc.co.uk/news/world-middle-east-68064422,https://www.bbc.co.uk/news/world-middle-east-68064422.amp
3632,3651,False,True,Blow for <b>Rishi Sunak</b> as Rwanda plan suffers first defeat in House of Lords,Blow for Rishi Sunak as Rwanda plan suffers first defeat in House of Lords,Sky News,Sky News,1,1,100,PP_DEEP,FALSE,https://news.sky.com/story/blow-for-rishi-sunak-as-rwanda-plan-suffers-first-defeat-in-house-of-lords-13054210,https://news.sky.com/story/blow-for-rishi-sunak-as-rwanda-bill-suffers-first-defeat-in-house-of-lords-13054210
3639,3665,True,True,Fresh <b>UK</b> and US airstrikes on Houthi targets to ‘deal another blow’ to militants,Fresh <b>UK</b> and US airstrikes on Houthi targets ‘deal another blow’ to militants,The Leader,Evening Standard,1,1,96,PP_DEEP,FALSE,https://www.leaderlive.co.uk/news/national/24067571.fresh-uk-us-airstrikes-houthi-targets-deal-another-blow-militants/,https://www.standard.co.uk/news/politics/grant-shapps-houthi-yemen-mod-ministry-of-defence-b1134062.html
3640,3667,False,True,Putin election campaign presents boxes filled with petitions backing his run,Putin election campaign presents boxes filled with petitions backing his run,Ilkley Gazette,Keighley News,1,1,100,PP_DEEP,FALSE,https://www.ilkleygazette.co.uk/news/national/24065364.putin-election-campaign-presents-boxes-filled-petitions-backing-run/,https://www.keighleynews.co.uk/news/national/24065364.putin-election-campaign-presents-boxes-filled-petitions-backing-run/
3641,3650,False,True,Concerns raised as North Sea oil proposals clear first Commons hurdle,Concerns raised as North Sea oil proposals clear first Commons hurdle,Yahoo Finance,The Independent,1,1,99,PP_DEEP,FALSE,https://uk.finance.yahoo.com/news/concerns-raised-north-sea-oil-220556499.html,https://www.independent.co.uk/business/concerns-raised-as-north-sea-oil-proposals-clear-first-commons-hurdle-b2482946.html
3664,3711,False,True,Fake Biden robocall tells voters to skip New Hampshire primary election,Fake Biden robocall tells voters to skip New Hampshire primary <b>election</b>,BBC News,Yahoo News,1,1,99,PP_DEEP,FALSE,https://www.bbc.co.uk/news/world-us-canada-68064247,https://news.yahoo.com/fake-biden-robocall-tells-voters-233945197.html
3678,3694,False,True,<b>Prince Harry</b> makes rare joke about father King Charles amid royal rift,Prince Harry makes rare joke about father King Charles amid royal rift,The Independent,Yahoo News,4,3,96,PP_DEEP,FALSE,https://www.independent.co.uk/life-style/royal-family/prince-harry-king-charles-aviation-awards-b2482825.html,https://uk.news.yahoo.com/prince-harry-makes-rare-joke-190417354.html
3683,3705,False,True,"<b>Prince Harry</b> unveiled &#39;true feelings&#39; about Kate before sending messages of support, says expert","Prince Harry unveiled &#39;true feelings&#39; about Kate before sending messages of support, says expert",Scottish Daily Record,Daily Record,4,4,97,PP_DEEP,FALSE,https://www.dailyrecord.co.uk/entertainment/celebrity/prince-harry-unveiled-true-feelings-31940754.amp,https://www.dailyrecord.co.uk/entertainment/celebrity/prince-harry-unveiled-true-feelings-31940754
3688,3693,False,True,<b>Prince Harry</b> and Meghan Markle Have Reportedly Reached Out to the Royals Amid Kate Middleton&#39;s Hospitalization,Prince Harry and <b>Meghan Markle</b> Have Reportedly Reached Out to the Royals Amid Kate Middleton&#39;s Hospitalization,Yahoo News,Yahoo Movies,3,3,100,PP_DEEP,FALSE,https://uk.news.yahoo.com/prince-harry-meghan-markle-reportedly-143400668.html,https://uk.movies.yahoo.com/prince-harry-meghan-markle-reportedly-143400668.html
3720,3730,False,True,Judge blocks tighter rule on same-day registraton in North Carolina <b>elections</b>,Judge blocks tighter rule on same-day registraton in North Carolina <b>elections</b>,Yahoo News,AP News,1,1,93,PP_DEEP,FALSE,https://uk.news.yahoo.com/judge-blocks-tighter-rule-same-183830902.html,https://apnews.com/article/north-carolina-elections-registration-voting-lawsuits-00c7fc4dc7db53506ebb019de8886e42
3207,3239,False,True,Rwanda bill - latest: Rishi Sunak pleads with House of Lords to back deportation plan,"<b>UK Politics</b> LIVE: ‘Dogs in the street’ know Rishi Sunak’s Rwanda bill won’t work, senior Tory says",The Independent,The Independent,2,2,100,PP_DEEP,TRUE,https://www.independent.co.uk/news/uk/politics/rwanda-bill-vote-results-sunak-tories-b2481302.html,https://www.independent.co.uk/news/uk/politics/rishi-sunak-rwanda-bill-uk-politics-news-b2481389.html
3746,3745,False,True,Ron DeSantis drops out of presidential race,Ron DeSantis drops out of presidential race and backs Trump,BBC News,BBC News,3,3,96,PP_DEEP,FALSE,https://www.bbc.co.uk/news/world-us-canada-68051757.amp,https://www.bbc.co.uk/news/world-us-canada-68051757?at_medium=RSS&;at_campaign=KARANGA
25,37,False,True,Sir <b>Keir Starmer</b> to promise &#39;better bargain&#39; for UK in major economic speech,<b>Starmer</b> says he is not in &#39;business&#39; of spending cuts - but does not explicitly rule them out,Sky News,Sky News,2,2,100,PP_DEEP,FALSE,https://news.sky.com/story/sir-keir-starmer-to-promise-better-bargain-for-uk-in-major-economic-speech-13022572?dcmp=snt-sf-twitter,https://news.sky.com/story/sir-keir-starmer-to-promise-better-bargain-for-uk-in-major-economic-speech-13022572
31,45,False,True,I knew the Iron Lady – <b>Starmer</b> is no Thatcher,I knew Mrs Thatcher – <b>Starmer</b> is no Thatcher,Yahoo Movies,Yahoo Sport,3,3,100,PP_DEEP,FALSE,https://uk.movies.yahoo.com/knew-mrs-thatcher-starmer-no-185128471.html,https://uk.sports.yahoo.com/news/knew-mrs-thatcher-starmer-no-185128471.html
3786,3808,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – as it happened,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime
3850,3853,False,True,Hospital consultants narrowly reject pay offer,Hospital consultants in England narrowly reject pay offer,Bristol Live,Wales Online,0,0,100,PP_DEEP,FALSE,https://www.bristolpost.co.uk/news/uk-world-news/hospital-consultants-narrowly-reject-pay-9058612,https://www.walesonline.co.uk/news/uk-news/hospital-consultants-narrowly-reject-pay-28513675
3846,3854,False,True,"<b>Rishi Sunak</b> visits Construction Skills Village, Scarborough","Prime Minister visits Construction Skills Village, Scarborough",York Press,York Press,2,0,100,PP_DEEP,FALSE,https://www.yorkpress.co.uk/news/24075728.rishi-sunak-visits-construction-skills-village-scarborough/,https://www.yorkpress.co.uk/news/24075728.prime-minister-visits-construction-skills-village-scarborough/
3849,3887,False,True,Europe’s top judge sets up Rwanda showdown with <b>Sunak</b>,Blow to Sunak’s Rwanda policy as European judge claims plan is unlawful,The Telegraph,The Telegraph,2,0,100,PP_DEEP,FALSE,https://www.telegraph.co.uk/politics/2024/01/25/rwanda-policy-rishi-sunak-migration-echr-illegal/,https://www.telegraph.co.uk/politics/2024/01/25/rwanda-policy-rishi-sunak-migration-echr-illegal/?utmsource=email
3880,3904,False,True,"Sturgeon called Boris a ‘f****** clown’ over ‘utter incompetence’ in handling Covid, WhatsApps reveal","Nicola Sturgeon called Boris Johnson a ‘f***ing clown’, Covid WhatsApps reveal",Yahoo News,The Independent,6,0,97,PP_DEEP,FALSE,https://uk.news.yahoo.com/nicola-sturgeon-called-boris-johnson-111931231.html,https://www.independent.co.uk/news/uk/politics/nicola-sturgeon-boris-johnson-clown-b2484663.html
3786,3907,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,Ed Balls says Starmer should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – <b>UK politics</b> live,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b28c888f08472b2b0765e9
3788,3908,False,True,Labour should not play ‘King Canute’ with devolved policing in Wales – Drakeford,Labour should not play ‘King Canute’ with devolved policing in Wales – Drakeford,Evening Standard,The Wiltshire Gazette and Herald,2,0,90,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/mark-drakeford-westminster-gordon-brown-king-first-minister-b1134830.html,https://www.gazetteandherald.co.uk/news/national/24074743.labour-not-play-king-canute-devolved-policing-wales---drakeford/
3786,3912,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,"Nicola Sturgeon regarded Boris Johnson as ‘a clown’ because of his handling of Covid, inquiry learns – <b>UK politics</b> live",The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b285a08f0811ef98ce4096
3786,3808,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – as it happened,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime
3786,3907,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,Ed Balls says Starmer should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – <b>UK politics</b> live,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b28c888f08472b2b0765e9
3786,3912,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – UK politics live,"Nicola Sturgeon regarded Boris Johnson as ‘a clown’ because of his handling of Covid, inquiry learns – <b>UK politics</b> live",The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?page=with:block-65b28c888f08472b2b0765e9,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b285a08f0811ef98ce4096
3788,3908,False,True,Labour should not play ‘King Canute’ with devolved policing in Wales – Drakeford,Labour should not play ‘King Canute’ with devolved policing in Wales – Drakeford,Evening Standard,The Wiltshire Gazette and Herald,2,0,90,PP_DEEP,FALSE,https://www.standard.co.uk/news/politics/mark-drakeford-westminster-gordon-brown-king-first-minister-b1134830.html,https://www.gazetteandherald.co.uk/news/national/24074743.labour-not-play-king-canute-devolved-policing-wales---drakeford/
3808,3907,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – as it happened,Ed Balls says Starmer should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – <b>UK politics</b> live,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b28c888f08472b2b0765e9
3808,3912,True,True,Ed Balls says <b>Starmer</b> should perform ‘big U-turn’ and drop £28bn as size of green jobs plan – as it happened,"Nicola Sturgeon regarded Boris Johnson as ‘a clown’ because of his handling of Covid, inquiry learns – <b>UK politics</b> live",The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime,https://www.theguardian.com/politics/live/2024/jan/25/uk-politics-latest-news-updates-covid-inquiry-nicola-sturgeon-humza-yousaf-knife-crime?filterKeyEvents=false&page=with:block-65b285a08f0811ef98ce4096
3832,4078,False,True,"Politics latest news: Tories ‘serve no purpose’, says Farage after Reform records highest ever support",Politics latest news: Reform UK climbs to highest ever level of support,The Telegraph,The Telegraph,0,0,100,PP_DEEP,TRUE,https://www.telegraph.co.uk/politics/2024/01/25/rishi-sunak-latest-news-farage-tory-leadership-election/,https://www.telegraph.co.uk/politics/2024/01/25/rishi-sunak-latest-news-farage-tory-leadership-election/?utmsource=email
3835,3869,False,True,Britain needs to get better at measuring growth,Humza Yousaf criticises Scottish government’s ‘poor’ handling of Covid inquiry requests,Financial Times,Financial Times,0,0,91,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/d17425af-6b06-4593-9f13-60a6a38e948b
3835,3886,False,True,Britain needs to get better at measuring growth,How Britain’s <b>political</b> elite broke the development bargain,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/efe3f061-f128-42c3-a9dd-e6de655c8478
3835,3893,False,True,Britain needs to get better at measuring growth,Brexit is leading to growing Balkanisation for business,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/61d6679d-ce42-467b-afa4-af6526ada476
3835,3983,False,True,Britain needs to get better at measuring growth,Zimbabwe opposition leader Nelson Chamisa quits ‘hijacked’ party,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/08aaa76f-e681-4e02-94f4-34c35ee0d164
3835,4016,False,True,Britain needs to get better at measuring growth,UK car industry ‘back in the game’ after £24bn investment pledged in single year,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/7279badf-29d1-42b1-ab5c-727b82ad56f3/
3835,4022,False,True,Britain needs to get better at measuring growth,UK <b>general election</b> poll tracker,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/c7b4fa91-3601-4b82-b766-319af3c261a5
